Hex,Name,Red,Green,Blue,Family,Link,Source
#6cdae7,Turquoise Blue,108,218,231,64-Box,https://en.wikipedia.org/wiki/Turquoise_(color)#Turquoise_blue,Crayola
#3f26bf,Ultramarine Blue,63,38,191,1903–1944,https://en.wikipedia.org/wiki/Ultramarine#Ultramarine_blue,Crayola
#665233,Raw Umber,102,82,51,1903–1990,https://en.wikipedia.org/wiki/Umber#Raw_umber,Crayola
#664228,Van Dyke Brown,102,66,40,1903–1910,https://en.wikipedia.org/wiki/Van_Dyke_brown,Crayola
#cc553d,Venetian Red,204,85,61,1903–1944,https://en.wikipedia.org/wiki/Venetian_red,Crayola
#ff5349,Orange-Red,255,83,73,1958–1990,https://en.wikipedia.org/wiki/Vermilion,Crayola
#ff681f,Red-Orange,255,104,31,16-Box,https://en.wikipedia.org/wiki/Vermilion#Orange-red,Crayola
#766ec8,Violet-Blue,118,110,200,"1903–circa 1910, 1930–1990",https://en.wikipedia.org/wiki/Violet-blue#Violet-blue_(Crayola),Crayola
#ffffff,White,255,255,255,16-Box,https://en.wikipedia.org/wiki/White,Crayola
#fbe870,Yellow,251,232,112,16-Box,https://en.wikipedia.org/wiki/Yellow,Crayola
#c5e17a,Yellow-Green,197,225,122,16-Box,https://en.wikipedia.org/wiki/Yellow-green,Crayola
#4F42B5,Ocean Blue Pearl,79,66,181,Pearl Brite,https://en.wikipedia.org/wiki/Shades_of_blue,Crayola
#48BF91,Ocean Green Pearl,72,191,145,Pearl Brite,https://en.wikipedia.org/wiki/Shades_of_green,Crayola
#7B4259,Orchid Pearl,123,66,89,Pearl Brite,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#F03865,Rose Pearl,240,56,101,Pearl Brite,https://en.wikipedia.org/wiki/Shades_of_rose,Crayola
#F1444A,Salmon Pearl,241,68,74,Pearl Brite,https://en.wikipedia.org/wiki/Salmon_(color),Crayola
#F2F27A,Sunny Pearl,242,242,122,Pearl Brite,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#F1CC79,Sunset Pearl,241,204,121,Pearl Brite,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#3BBCD0,Turquoise Pearl,59,188,208,Pearl Brite,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#9F9F9F,Antique Gray,159,159,159,Pearl,https://en.wikipedia.org/wiki/Shades_of_gray,Crayola
#BF3F3F,Apple Orchard,191,63,63,Pearl,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#A43482,Berry Parfait,164,52,130,Pearl,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#3A3A3A,Black Pearl,58,58,58,Pearl,https://en.wikipedia.org/wiki/Shades_of_black,Crayola
#DF9ACA,Bubble Gum,223,154,202,Pearl,https://en.wikipedia.org/wiki/Bubble_gum,Crayola
#E74F00,Butternut Squash,231,79,0,Pearl,https://en.wikipedia.org/wiki/Butternut_squash,Crayola
#67CD95,Caribbean Sea,103,205,149,Pearl,https://en.wikipedia.org/wiki/Caribbean_Sea,Crayola
#548CD0,Cloudy Sky,84,140,208,Pearl,https://en.wikipedia.org/wiki/Shades_of_blue,Crayola
#8F482F,Hot Cocoa,143,72,47,Pearl,https://en.wikipedia.org/wiki/Hot_chocolate,Crayola
#3C32CD,Iridescent Indigo,60,50,205,Pearl,https://en.wikipedia.org/wiki/Indigo,Crayola
#6B4D82,Lavender Silk,107,77,130,Pearl,https://en.wikipedia.org/wiki/Shades_of_purple,Crayola
#94DDCB,Leafy Canopy,148,221,203,Pearl,https://en.wikipedia.org/wiki/Shades_of_green,Crayola
#FFD966,Liquid Gold,255,217,102,Pearl,https://en.wikipedia.org/wiki/Gold_(color)#Shades,Crayola
#FF6137,Mango Purée,255,97,55,Pearl,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#4F2CD0,Moonlit Pond,79,44,208,Pearl,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#62C9D3,Ocean Foam,98,201,211,Pearl,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#5F7B4A,Pesto,95,123,74,Pearl,https://en.wikipedia.org/wiki/Pesto,Crayola
#FFB2E7,Pink Luster,255,178,231,Pearl,https://en.wikipedia.org/wiki/Shades_of_pink,Crayola
#9F3434,Red Satin,159,52,52,Pearl,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#C4EA7F,Sea Glass,196,234,127,Pearl,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#FFFF65,Shooting Star,255,255,101,Pearl,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#F3F3F3,Snow Drift,243,243,243,Pearl,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#F79015,Sunset Shimmer,247,144,21,Pearl,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#986A5A,Deep Almond,152,106,90,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#8D5B28,Deep Golden,141,91,40,Colors of the World,https://en.wikipedia.org/wiki/Gold_(color)#Shades,Crayola
#B86F69,Deep Rose,184,111,105,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#513529,Deepest Almond,81,53,41,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#6E5046,Extra Deep Almond,110,80,70,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#5F452E,Extra Deep Golden,95,69,46,Colors of the World,https://en.wikipedia.org/wiki/Gold_(color)#Shades,Crayola
#6C4D4B,Extra Deep Rose,108,77,75,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#EEE6CF,Extra Light Almond,238,230,207,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#E6B9B3,Light Almond,230,185,179,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#EDDBC7,Light Golden,237,219,199,Colors of the World,https://en.wikipedia.org/wiki/Gold_(color)#Shades,Crayola
#E0B5A4,Light Medium Almond,224,181,164,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#F0C9A2,Light Medium Golden,240,201,162,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#F4AFB2,Light Medium Rose,244,175,178,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#FAC7C3,Light Rose,250,199,195,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#D19C7D,Medium Almond,209,156,125,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#AC8065,Medium Deep Almond,172,128,101,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#A16B4F,Medium Deep Golden,161,107,79,Colors of the World,https://en.wikipedia.org/wiki/Gold_(color)#Shades,Crayola
#EE8E99,Medium Deep Rose,238,142,153,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#DEA26C,Medium Golden,222,162,108,Colors of the World,https://en.wikipedia.org/wiki/Gold_(color)#Shades,Crayola
#88605E,Very Deep Almond,136,96,94,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#8F6C68,Very Deep Rose,143,108,104,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#E6D2D3,Very Light Almond,230,210,211,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
#F0DFCF,Very Light Golden,240,223,207,Colors of the World,https://en.wikipedia.org/wiki/Gold_(color)#Shades,Crayola
#F7E1E3,Very Light Rose,247,225,227,Colors of the World,https://en.wikipedia.org/wiki/List_of_Crayola_crayon_colors,Crayola
